Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
6014,4,,,NO
6015,5,5,5,No
6016,2,3,3,NO
6017,5,4,4,NO
6018,3,5,5,NO
6019,1,2,2,NO
6020,5,5,5,No
6021,3,1,1,NO
6022,2,3,3,NO
6023,2,5,5,NO
6024,4,3,3,NO
6025,4,5,5,No
6026,3,2,2,NO
6027,5,4,4,NO
6028,3,3,3,NO
6029,1,1,1,NO
6030,5,5,5,NO
6031,5,2,2,NO
6032,2,4,4,No
6033,1,5,5,NO
6034,5,2,2,NO
6035,2,5,5,NO
6036,3,3,3,NO
6037,5,1,1,NO
6038,3,5,5,NO
6039,4,3,3,NO
6040,5,2,2,NO
6041,2,2,2,No
6042,5,4,4,NO
6043,1,4,4,No
6044,3,3,3,NO
6045,5,5,5,NO
6046,3,3,3,No
6047,5,1,1,NO
6048,2,5,5,NO
6049,4,5,5,NO
6050,3,2,2,NO
6051,1,1,1,No
6052,5,5,5,NO
6053,2,2,2,NO
6054,4,3,3,NO
6055,5,5,5,No
6056,2,3,3,NO
6057,5,4,4,NO
6058,3,5,5,NO
6059,1,2,2,NO
6060,5,5,5,No
6061,3,1,1,NO
6062,2,3,3,NO
6063,2,5,5,NO
6064,4,3,3,NO
6065,4,5,5,No
6066,3,2,2,NO
6067,5,4,4,NO
6068,3,3,3,NO
6069,1,1,1,NO
6070,5,5,5,NO
6071,5,2,2,NO
6072,2,4,4,No
6073,1,5,5,NO
6074,5,2,2,NO
6075,2,5,5,NO
6076,3,3,3,NO
6077,5,1,1,NO
6078,3,5,5,NO
6079,4,3,3,NO
6080,5,2,2,NO
6081,2,2,2,No
6082,5,4,4,NO
6083,1,4,4,No
6084,3,3,3,NO
6085,5,5,5,NO
6086,3,3,3,No
6087,5,1,1,NO
6088,2,5,5,NO
6089,4,5,5,NO
6090,3,2,2,NO
6091,1,1,1,No
6092,5,5,5,NO
6093,2,2,2,NO
6094,4,3,3,NO
6095,5,5,5,No
6096,2,3,3,NO
6097,5,4,4,NO
6098,3,5,5,NO
6099,1,2,2,NO
6100,5,5,5,No
6101,3,1,1,NO
6102,2,3,3,NO
6103,2,5,5,NO
6104,4,3,3,NO
6105,4,5,5,No
6106,3,2,2,NO
6107,5,4,4,NO
6108,3,3,3,NO
6109,1,1,1,NO
6110,5,5,5,NO
6111,5,2,2,NO
6112,2,4,4,No
6113,1,5,5,NO
6114,5,2,2,
6115,2,5,5,
6116,3,3,3,
6117,5,1,1,
6118,3,5,5,
6119,4,3,3,
6120,5,2,2,
6121,2,2,2,
6122,5,4,4,
6123,1,4,4,
6124,3,3,3,
6125,5,5,5,
6126,3,3,3,
6127,5,1,1,
6128,2,5,5,
6129,4,5,5,
6130,3,2,2,
6131,1,1,1,
6132,5,5,5,
6133,2,2,2,
6134,4,3,3,
6135,5,5,5,
6136,2,3,3,
6137,5,4,4,
6138,3,5,5,
6139,1,2,2,
6140,5,5,5,
6141,3,1,1,
6142,2,3,3,
6143,2,5,5,
6144,4,3,3,
6145,4,5,5,
6146,3,2,2,
6147,5,4,4,
6148,3,3,3,
6149,1,1,1,
6150,5,5,5,
6151,5,2,2,
6152,2,4,4,
6153,1,5,5,
6154,5,2,2,
6155,2,5,5,
6156,3,3,3,
6157,,1,1,
6158,5,5,5,
6159,3,3,3,
6160,4,2,2,
6161,5,2,2,
6162,2,4,4,
6163,5,4,4,
6164,1,3,3,
6165,3,5,5,
6166,5,3,3,
6167,3,1,1,
6168,5,5,5,
6169,2,5,5,
6170,4,2,2,
6171,3,1,1,
6172,1,5,5,
6173,5,2,2,
6174,2,3,3,
6175,4,,,
6176,5,,,
6177,2,,,
6178,5,,,
6179,3,,,
6180,1,,,NO
6181,5,,,NO
6182,3,,,NO
6183,2,,,NO
6184,2,,,NO
6185,4,,,NO
6186,4,,,NO
6187,3,,5,No
6188,5,,3,NO
6189,3,5,4,No
6190,1,3,5,NO
6191,5,4,2,NO
6192,5,5,5,No
6193,2,2,1,NO
6194,1,5,3,NO
6195,5,1,5,NO
6196,2,3,3,NO
6197,3,5,5,No
6198,5,3,2,NO
6199,3,5,4,NO
6200,4,2,3,NO
6201,5,4,1,No
6202,2,3,5,NO
6203,5,1,2,NO
6204,1,5,4,NO
6205,3,2,5,NO
6206,5,4,2,No
6207,3,5,5,NO
6208,5,2,3,NO
6209,2,5,1,NO
6210,4,3,5,NO
6211,3,1,3,No
6212,1,5,2,NO
6213,5,3,2,NO
6214,2,2,4,NO
6215,4,2,4,NO
6216,5,4,3,NO
6217,2,4,5,NO
6218,5,3,3,No
6219,3,5,1,NO
6220,1,3,5,NO
6221,5,1,5,NO
6222,3,5,2,NO
6223,2,5,1,NO
6224,2,2,5,NO
6225,4,1,2,NO
6226,4,5,3,NO
6227,3,2,5,No
6228,5,3,3,NO
6229,3,5,4,No
6230,1,3,5,NO
6231,5,4,2,NO
6232,5,5,5,No
6233,2,2,1,NO
6234,1,5,3,NO
6235,5,1,5,NO
6236,2,3,3,NO
6237,3,5,5,No
6238,5,3,2,NO
6239,3,5,4,NO
6240,4,2,3,NO
6241,5,4,1,No
6242,2,3,5,NO
6243,5,1,2,NO
6244,1,5,4,NO
6245,3,2,5,NO
6246,5,4,2,No
6247,3,5,5,NO
6248,5,2,3,NO
6249,2,5,1,NO
6250,4,3,5,NO
6251,3,1,3,No
6252,1,5,2,NO
6253,5,3,2,NO
6254,2,2,4,NO
6255,4,2,4,NO
6256,5,4,3,NO
6257,2,4,5,NO
6258,5,3,3,No
6259,3,5,1,NO
6260,1,3,5,NO
6261,5,1,5,NO
6262,3,5,2,NO
6263,2,5,1,NO
6264,2,2,5,NO
6265,4,1,2,NO
6266,4,5,3,NO
6267,3,2,5,No
6268,5,3,3,NO
6269,3,5,4,No
6270,1,3,5,NO
6271,5,4,2,NO
6272,5,5,5,No
6273,2,2,1,NO
6274,1,5,3,NO
6275,5,1,5,NO
6276,2,3,3,NO
6277,3,5,5,No
6278,5,3,2,NO
6279,3,5,4,NO
6280,4,2,3,NO
6281,5,4,1,No
6282,2,3,5,NO
6283,5,1,2,NO
6284,1,5,4,NO
6285,3,2,5,NO
6286,5,4,2,No
6287,3,5,5,NO
6288,5,2,3,NO
6289,2,5,1,NO
6290,4,3,5,NO
6291,3,1,3,No
6292,1,5,2,NO
6293,5,3,2,NO
6294,2,2,4,NO
6295,4,2,4,NO
6296,5,4,3,NO
6297,2,4,5,NO
6298,5,3,3,No
6299,3,5,1,NO
6300,1,3,5,NO
6301,5,1,5,NO
6302,3,5,2,NO
6303,2,5,1,NO
6304,2,2,5,NO
6305,4,1,2,NO
6306,4,5,3,NO
6307,3,2,5,No
6308,5,3,3,NO
6309,3,5,4,No
6310,1,3,5,NO
6311,5,4,2,NO
6312,5,5,5,No
6313,2,2,1,NO
6314,1,5,3,NO
6315,5,1,5,NO
6316,2,3,3,NO
6317,3,5,5,No
6318,,3,2,NO
6319,5,5,4,NO
6320,3,2,3,NO
6321,4,4,1,No
6322,5,3,5,NO
6323,2,1,2,NO
6324,5,5,4,NO
6325,1,2,5,NO
6326,3,4,2,No
6327,5,5,5,NO
6328,3,2,3,NO
6329,5,5,1,NO
6330,2,3,5,NO
6331,4,1,3,No
6332,3,5,2,NO
6333,1,3,2,NO
6334,5,2,4,NO
6335,2,2,4,NO
6336,4,4,3,NO
6337,5,4,5,NO
6338,2,3,3,No
6339,5,5,1,NO
6340,3,3,5,NO
6341,1,1,5,NO
6342,4,4,4,NO
6343,3,3,3,NO
6344,1,1,1,NO
6345,5,5,5,NO
6346,2,2,2,NO
6347,4,4,4,No
6348,5,5,5,NO
6349,2,2,2,No
6350,5,5,5,NO
6351,3,3,3,NO
6352,1,1,1,No
6353,5,5,5,NO
6354,3,3,3,NO
6355,2,2,2,NO
6356,2,2,2,NO
6357,4,4,4,No
6358,4,4,4,NO
6359,3,3,3,NO
6360,5,5,5,NO
6361,3,3,3,No
6362,1,1,1,NO
6363,5,5,5,NO
6364,5,5,5,NO
6365,2,2,2,NO
6366,1,1,1,No
6367,5,5,5,NO
6368,2,2,2,NO
6369,3,3,3,NO
6370,5,5,5,NO
6371,3,3,3,No
6372,4,4,4,NO
6373,5,5,5,NO
6374,2,2,2,NO
6375,5,5,5,NO
6376,1,1,1,NO
6377,3,3,3,NO
6378,5,5,5,No
6379,3,3,3,NO
6380,5,5,5,NO
6381,2,2,2,NO
6382,4,4,4,NO
6383,3,3,3,NO
6384,1,1,1,NO
6385,5,5,5,NO
6386,2,2,2,NO
6387,4,4,4,No
6388,5,5,5,NO
6389,2,2,2,No
6390,5,5,5,NO
6391,3,3,3,NO
6392,1,1,1,No
6393,5,5,5,NO
6394,3,3,3,NO
6395,2,2,2,NO
6396,2,2,2,NO
6397,4,4,4,No
6398,4,4,4,NO
6399,3,3,3,NO
6400,5,5,5,NO
6401,3,3,3,No
6402,1,1,1,NO
6403,5,5,5,NO
6404,5,5,5,NO
6405,2,2,2,NO
6406,1,1,1,No
6407,5,5,5,NO
6408,2,2,2,NO
6409,3,3,3,NO
6410,5,5,5,NO
6411,3,3,3,No
6412,4,4,4,NO
6413,5,5,5,NO
6414,2,2,2,NO
6415,5,5,5,NO
6416,1,1,1,NO
6417,3,3,3,NO
6418,5,5,5,No
6419,3,3,3,NO
6420,5,5,5,NO
6421,2,2,2,NO
6422,4,4,4,NO
6423,3,3,3,NO
6424,1,1,1,NO
6425,5,5,5,NO
6426,2,2,2,NO
6427,4,4,4,No
6428,5,5,5,NO
6429,2,2,2,No
6430,5,5,5,NO
6431,3,3,3,NO
6432,1,1,1,No
6433,5,5,5,NO
6434,3,3,3,NO
6435,2,2,2,NO
6436,2,2,2,NO
6437,4,4,4,No
6438,4,4,4,NO
6439,3,3,3,NO
6440,5,5,5,NO
6441,3,3,3,No
6442,1,1,1,NO
6443,5,5,5,NO
6444,5,5,5,NO
6445,2,2,2,NO
6446,1,1,1,No
6447,5,5,5,NO
6448,2,2,2,NO
6449,3,3,3,NO
6450,5,5,5,NO
6451,3,3,3,No
6452,4,4,4,NO
6453,5,5,5,NO
6454,2,2,2,NO
6455,5,5,5,NO
6456,1,1,1,NO
6457,3,3,3,NO
6458,5,5,5,No
6459,3,3,3,NO
6460,5,5,5,NO
6461,2,2,2,NO
6462,4,4,4,NO
6463,3,3,3,NO
6464,1,1,1,NO
6465,5,5,5,NO
6466,2,2,2,NO
6467,4,4,4,No
6468,5,5,5,NO
6469,2,2,2,No
6470,5,5,5,NO
6471,3,3,3,NO
6472,1,1,1,No
6473,5,5,5,NO
6474,3,3,3,NO
6475,2,2,2,NO
6476,2,2,2,NO
6477,4,4,4,No
6478,4,4,4,NO
6479,3,3,3,NO
6480,5,5,5,NO
6481,3,3,3,No
6482,1,1,1,NO
6483,5,5,5,NO
6484,5,5,5,NO
6485,2,2,2,NO
6486,1,1,1,No
6487,5,5,5,NO
6488,2,2,2,NO
6489,3,3,3,NO
6490,5,5,5,NO
6491,3,3,3,No
6492,4,4,4,NO
6493,5,5,5,NO
6494,2,2,2,NO
6495,5,5,5,NO
6496,1,1,1,NO
6497,3,3,3,NO
6498,5,5,5,No
6499,3,3,3,NO
6500,5,5,5,NO
6501,2,2,2,NO
6502,4,4,4,NO
6503,3,3,3,NO
6504,1,1,1,NO
6505,5,5,5,NO
6506,2,2,2,NO
6507,4,4,4,No
6508,5,5,5,NO
6509,2,2,2,No
6510,5,5,5,NO
6511,3,3,3,NO
6512,1,1,1,No
6513,5,5,5,NO
6514,3,3,3,NO
6515,2,2,2,NO
6516,2,2,2,NO
6517,4,4,4,No
6518,4,4,4,NO
6519,3,3,3,NO
6520,5,5,5,NO
6521,3,3,3,No
6522,1,1,1,NO
6523,5,5,5,NO
6524,5,5,5,NO
6525,2,2,2,NO
6526,1,1,1,No
6527,5,5,5,NO
6528,2,2,2,NO
6529,3,3,3,NO
6530,,5,5,NO
6531,,3,3,No
6532,,4,4,NO
6533,,5,5,NO
6534,,2,2,NO
6535,,5,5,NO
6536,,1,1,NO
6537,,3,3,NO
6538,,5,5,No
6539,,3,3,NO
6540,,5,5,NO
6541,,2,2,NO
6542,,4,4,NO
6543,,3,3,NO
6544,,1,1,NO
6545,,5,5,NO
6546,,2,2,NO
6547,,4,4,No
6548,,5,5,NO
6549,,2,2,No
6550,,5,5,NO
6551,,3,3,NO
6552,,1,1,No
6553,5,5,5,NO
6554,3,3,3,NO
6555,4,2,2,NO
6556,5,2,2,NO
6557,2,4,4,No
6558,5,4,4,NO
6559,1,3,3,NO
6560,3,5,5,NO
6561,5,3,3,No
6562,3,1,1,NO
6563,5,5,5,NO
6564,2,5,5,NO
6565,4,2,2,NO
6566,3,1,1,No
6567,1,5,5,NO
6568,5,2,2,NO
6569,2,3,3,NO
6570,4,,,NO
6571,5,5,5,No
6572,2,3,3,NO
6573,5,4,4,NO
6574,3,5,5,NO
6575,1,2,2,NO
6576,5,5,5,NO
6577,3,1,1,NO
6578,2,3,3,No
6579,2,5,5,NO
6580,4,3,3,
6581,4,5,5,
6582,3,2,2,
6583,5,4,4,
6584,3,3,3,
6585,1,1,1,
6586,5,5,5,
6587,5,2,2,
6588,2,4,4,
6589,1,5,5,
6590,5,2,2,
6591,2,5,5,
6592,3,3,3,
6593,5,1,1,
6594,3,5,5,
6595,4,3,3,
6596,5,2,2,
6597,2,2,2,
6598,5,4,4,
6599,1,4,4,
6600,3,3,3,
6601,5,5,5,
6602,3,3,3,
6603,5,1,1,
6604,2,5,5,
6605,4,5,5,
6606,3,2,2,
6607,1,1,1,
6608,5,5,5,
6609,2,2,2,
6610,4,3,3,
6611,5,5,5,
6612,2,3,3,
6613,5,4,4,
6614,3,5,5,
6615,1,2,2,
6616,5,5,5,
6617,3,1,1,
6618,2,3,3,
6619,2,5,5,
6620,4,3,3,
6621,4,5,5,
6622,3,2,2,
6623,5,4,4,
6624,3,3,3,
6625,1,1,1,
6626,5,5,5,
6627,5,2,2,
6628,2,4,4,
6629,1,5,5,
6630,5,2,2,
6631,2,5,5,
6632,3,3,3,
6633,5,1,1,
6634,3,5,5,
6635,4,3,3,
6636,5,2,2,
6637,2,2,2,
6638,5,4,4,
6639,1,4,4,
6640,3,3,3,
6641,5,5,5,
6642,3,3,3,
6643,5,1,1,
6644,2,5,5,
6645,4,5,5,
6646,3,2,2,
6647,1,1,1,
6648,5,5,5,
6649,2,2,2,
6650,4,3,3,
6651,5,5,5,
6652,2,3,3,
6653,5,4,4,
6654,3,5,5,
6655,1,2,2,
6656,5,5,5,
6657,3,1,1,
6658,2,3,3,
6659,2,5,5,
6660,4,3,3,
6661,4,5,5,
6662,3,2,2,
6663,5,4,4,
6664,3,3,3,
6665,1,1,1,
6666,5,5,5,
6667,5,2,2,
6668,2,4,4,
6669,1,5,5,
6670,5,2,2,
6671,2,5,5,
6672,3,3,3,
6673,5,1,1,
6674,3,5,5,
6675,4,3,3,
6676,5,2,2,
6677,2,2,2,
6678,5,4,4,
6679,1,4,4,
6680,3,3,3,
6681,5,5,5,
6682,3,3,3,
6683,5,1,1,
6684,2,5,5,
6685,4,5,5,
6686,3,2,2,
6687,1,1,1,
6688,5,5,5,
6689,2,2,2,
6690,4,3,3,
6691,5,5,5,
6692,2,3,3,
6693,5,4,4,
6694,3,5,5,
6695,1,2,2,
6696,5,5,5,
6697,3,1,1,
6698,2,3,3,
6699,2,5,5,
6700,4,3,3,
6701,4,5,5,
6702,3,2,2,
6703,5,4,4,
6704,3,3,3,
6705,1,1,1,
6706,5,5,5,
6707,5,2,2,
6708,2,4,4,
6709,1,5,5,
6710,5,2,2,
6711,2,5,5,
6712,3,3,3,
6713,,1,1,
6714,5,5,5,
6715,3,3,3,
6716,4,2,2,
6717,5,2,2,
6718,2,4,4,
6719,5,4,4,
6720,1,3,3,
6721,3,5,5,
6722,5,3,3,
6723,3,1,1,
6724,5,5,5,
6725,2,5,5,
6726,4,2,2,
6727,3,1,1,
6728,1,5,5,
6729,5,2,2,
6730,2,3,3,
6731,4,,,NO
6732,5,,,NO
6733,2,,,NO
6734,5,,,NO
6735,3,,,NO
6736,1,,,NO
6737,5,,,NO
6738,3,,,No
6739,2,,,NO
6740,2,,,No
6741,4,,,NO
6742,4,,,NO
6743,3,,5,No
6744,5,,3,NO
6745,3,5,4,NO
6746,1,3,5,NO
6747,5,4,2,NO
6748,5,5,5,No
6749,2,2,1,NO
6750,1,5,3,NO
6751,5,1,5,NO
6752,2,3,3,No
6753,3,5,5,NO
6754,5,3,2,NO
6755,3,5,4,NO
6756,4,2,3,NO
6757,5,4,1,No
6758,2,3,5,NO
6759,5,1,2,NO
6760,1,5,4,NO
6761,3,2,5,NO
6762,5,4,2,No
6763,3,5,5,NO
6764,5,2,3,NO
6765,2,5,1,NO
6766,4,3,5,NO
6767,3,1,3,NO
6768,1,5,2,NO
6769,5,3,2,No
6770,2,2,4,NO
6771,4,2,4,NO
6772,5,4,3,NO
6773,2,4,5,NO
6774,5,3,3,NO
6775,3,5,1,NO
6776,1,3,5,NO
6777,5,1,5,NO
6778,3,5,2,No
6779,2,5,1,NO
6780,2,2,5,No
6781,4,1,2,NO
6782,4,5,3,NO
6783,3,2,5,No
6784,5,3,3,NO
6785,3,5,4,NO
6786,1,3,5,NO
6787,5,4,2,NO
6788,5,5,5,No
6789,2,2,1,NO
6790,1,5,3,NO
6791,5,1,5,NO
6792,2,3,3,No
6793,3,5,5,NO
6794,5,3,2,NO
6795,3,5,4,NO
6796,4,2,3,NO
6797,5,4,1,No
6798,2,3,5,NO
6799,5,1,2,NO
6800,1,5,4,NO
6801,3,2,5,NO
6802,5,4,2,No
6803,3,5,5,NO
6804,5,2,3,NO
6805,2,5,1,NO
6806,4,3,5,NO
6807,3,1,3,NO
6808,1,5,2,NO
6809,5,3,2,No
6810,2,2,4,NO
6811,4,2,4,NO
6812,5,4,3,NO
6813,2,4,5,NO
6814,5,3,3,NO
6815,3,5,1,NO
6816,1,3,5,NO
6817,5,1,5,NO
6818,3,5,2,No
6819,2,5,1,NO
6820,2,2,5,No
6821,4,1,2,NO
6822,4,5,3,NO
6823,3,2,5,No
6824,5,3,3,NO
6825,3,5,4,NO
6826,1,3,5,NO
6827,5,4,2,NO
6828,5,5,5,No
6829,2,2,1,NO
6830,1,5,3,NO
6831,5,1,5,NO
6832,2,3,3,No
6833,3,5,5,NO
6834,5,3,2,NO
6835,3,5,4,NO
6836,4,2,3,NO
6837,5,4,1,No
6838,2,3,5,NO
6839,5,1,2,NO
6840,1,5,4,NO
6841,3,2,5,NO
6842,5,4,2,No
6843,3,5,5,NO
6844,5,2,3,NO
6845,2,5,1,NO
6846,4,3,5,NO
6847,3,1,3,NO
6848,1,5,2,NO
6849,5,3,2,No
6850,2,2,4,NO
6851,4,2,4,NO
6852,5,4,3,NO
6853,2,4,5,NO
6854,5,3,3,NO
6855,3,5,1,NO
6856,1,3,5,NO
6857,5,1,5,NO
6858,3,5,2,No
6859,2,5,1,NO
6860,2,2,5,No
6861,4,1,2,NO
6862,4,5,3,NO
6863,3,2,5,No
6864,5,3,3,NO
6865,3,5,4,NO
6866,1,3,5,NO
6867,5,4,2,NO
6868,5,5,5,No
6869,2,2,1,NO
6870,1,5,3,NO
6871,5,1,5,NO
6872,2,3,3,No
6873,3,5,5,NO
6874,,3,2,NO
6875,5,5,4,NO
6876,3,2,3,NO
6877,4,4,1,No
6878,5,3,5,NO
6879,2,1,2,NO
6880,5,5,4,NO
6881,1,2,5,NO
6882,3,4,2,No
6883,5,5,5,NO
6884,3,2,3,NO
6885,5,5,1,NO
6886,2,3,5,NO
6887,4,1,3,NO
6888,3,5,2,NO
6889,1,3,2,No
6890,5,2,4,NO
6891,2,2,4,NO
6892,4,4,3,NO
6893,5,4,5,NO
6894,2,3,3,NO
6895,5,5,1,NO
6896,3,3,5,NO
6897,1,1,5,NO
6898,5,5,2,No
6899,3,5,1,NO
6900,2,2,5,No
6901,2,1,2,NO
6902,4,5,3,NO
6903,4,2,,No
6904,3,3,,NO
6905,5,,,NO
6906,3,,,NO
6907,1,,,NO
6908,5,3,4,No
6909,3,4,3,NO
6910,4,5,2,NO
6911,5,3,4,NO
6912,2,5,1,No
6913,5,2,5,NO
6914,1,4,3,NO
6915,3,3,2,NO
6916,5,1,3,NO
6917,3,5,3,No
6918,5,3,4,NO
6919,2,2,5,NO
6920,4,5,3,NO
6921,3,4,2,NO
6922,1,5,1,No
6923,5,4,5,NO
6924,2,2,4,NO
6925,4,4,4,NO
6926,3,3,3,NO
6927,1,1,1,NO
6928,5,5,5,NO
6929,2,2,2,No
6930,4,4,4,NO
6931,5,5,5,NO
6932,2,2,2,NO
6933,5,5,5,NO
6934,3,3,3,NO
6935,1,1,1,NO
6936,5,5,5,NO
6937,3,3,3,NO
6938,2,2,2,No
6939,2,2,2,NO
6940,4,4,4,No
6941,4,4,4,NO
6942,3,3,3,NO
6943,5,5,5,No
6944,3,3,3,NO
6945,1,1,1,NO
6946,5,5,5,NO
6947,5,5,5,NO
6948,2,2,2,No
6949,1,1,1,NO
6950,5,5,5,NO
6951,2,2,2,NO
6952,3,3,3,No
6953,5,5,5,NO
6954,3,3,3,NO
6955,4,4,4,NO
6956,5,5,5,NO
6957,2,2,2,No
6958,5,5,5,NO
6959,1,1,1,NO
6960,3,3,3,NO
6961,5,5,5,NO
6962,3,3,3,No
6963,5,5,5,NO
6964,2,2,2,NO
6965,4,4,4,NO
6966,3,3,3,NO
6967,1,1,1,NO
6968,5,5,5,NO
6969,2,2,2,No
6970,4,4,4,NO
6971,5,5,5,NO
6972,2,2,2,NO
6973,5,5,5,NO
6974,3,3,3,NO
6975,1,1,1,NO
6976,5,5,5,NO
6977,3,3,3,NO
6978,2,2,2,No
6979,2,2,2,NO
6980,4,4,4,No
6981,4,4,4,NO
6982,3,3,3,NO
6983,5,5,5,No
6984,3,3,3,NO
6985,1,1,1,NO
6986,5,5,5,NO
6987,5,5,5,NO
6988,2,2,2,No
6989,1,1,1,NO
6990,5,5,5,NO
6991,2,2,2,NO
6992,3,3,3,No
6993,5,5,5,NO
6994,3,3,3,NO
6995,4,4,4,NO
6996,5,5,5,NO
6997,2,2,2,No
6998,5,5,5,NO
6999,1,1,1,NO
7000,3,3,3,NO
7001,5,5,5,NO
7002,3,3,3,No
7003,5,5,5,NO
7004,2,2,2,NO
7005,4,4,4,NO
7006,3,3,3,NO
7007,1,1,1,NO
7008,5,5,5,NO
7009,2,2,2,No
7010,4,4,4,NO
7011,5,5,5,NO
7012,2,2,2,NO
7013,5,5,5,NO
7014,3,3,3,NO
7015,1,1,1,NO
7016,5,5,5,NO
7017,3,3,3,NO
7018,2,2,2,No
7019,2,2,2,NO
7020,4,4,4,No
7021,4,4,4,NO
7022,3,3,3,NO
7023,5,5,5,No
7024,3,3,3,NO
7025,1,1,1,NO
7026,5,5,5,NO
7027,5,5,5,NO
7028,2,2,2,No
7029,1,1,1,NO
7030,5,5,5,NO
7031,2,2,2,NO
7032,3,3,3,No
7033,5,5,5,NO
7034,3,3,3,NO
7035,4,4,4,NO
7036,5,5,5,NO
7037,2,2,2,No
7038,5,5,5,NO
7039,1,1,1,NO
7040,3,3,3,NO
7041,5,5,5,NO
7042,3,3,3,No
7043,5,5,5,NO
7044,2,2,2,NO
7045,4,4,4,NO
7046,3,3,3,NO
7047,1,1,1,NO
7048,5,5,5,NO
7049,2,2,2,No
7050,4,4,4,NO
7051,5,5,5,NO
7052,2,2,2,NO
7053,5,5,5,NO
7054,3,3,3,NO
7055,1,1,1,NO
7056,5,5,5,NO
7057,3,3,3,NO
7058,2,2,2,No
7059,2,2,2,NO
7060,4,4,4,No
7061,4,4,4,NO
7062,3,3,3,NO
7063,5,5,5,No
7064,3,3,3,NO
7065,1,1,1,NO
7066,5,5,5,NO
7067,5,5,5,NO
7068,2,2,2,No
7069,1,1,1,NO
7070,5,5,5,NO
7071,2,2,2,NO
7072,3,3,3,No
7073,5,5,5,NO
7074,3,3,3,NO
7075,4,4,4,NO
7076,5,5,5,NO
7077,2,2,2,No
7078,5,5,5,NO
7079,1,1,1,NO
7080,3,3,3,NO
7081,5,5,5,NO
7082,3,3,3,No
7083,5,5,5,NO
7084,2,2,2,NO
7085,4,4,4,NO
7086,3,3,3,NO
7087,1,1,1,NO
7088,5,5,5,NO
7089,2,2,2,No
7090,4,4,4,NO
7091,5,5,5,NO
7092,2,2,2,NO
7093,5,5,5,NO
7094,3,3,3,NO
7095,1,1,1,NO
7096,5,5,5,NO
7097,3,3,3,NO
7098,2,2,2,No
7099,2,2,2,NO
7100,4,4,4,No
7101,4,4,4,NO
7102,3,3,3,NO
7103,5,5,5,No
7104,3,3,3,NO
7105,1,1,1,NO
7106,5,5,5,NO
7107,5,5,5,NO
7108,2,2,2,No
7109,1,1,1,NO
7110,5,5,5,NO
7111,2,2,2,NO
7112,3,3,3,No
7113,,5,5,NO
7114,,3,3,NO
7115,,4,4,NO
7116,,5,5,NO
7117,,2,2,No
7118,,5,5,NO
7119,,1,1,NO
7120,,3,3,NO
7121,,5,5,NO
7122,,3,3,No
7123,,5,5,NO
7124,,2,2,NO
7125,,4,4,NO
7126,,3,3,NO
7127,,1,1,NO
7128,,5,5,NO
7129,,2,2,No
7130,,4,4,NO
7131,,5,5,
7132,,2,2,
7133,,5,5,
7134,,3,3,
7135,,1,1,
7136,5,5,5,
7137,3,3,3,
7138,4,2,2,
7139,5,2,2,
7140,2,4,4,
7141,5,4,4,
7142,1,3,3,
7143,3,5,5,
7144,5,3,3,
7145,3,1,1,
7146,5,5,5,
7147,2,5,5,
7148,4,2,2,
7149,3,1,1,
7150,1,5,5,
7151,5,2,2,
7152,2,3,3,
7153,4,,,
7154,5,5,5,
7155,2,3,3,
7156,5,4,4,
7157,3,5,5,
7158,1,2,2,
7159,5,5,5,
7160,3,1,1,
7161,2,3,3,
7162,2,5,5,
7163,4,3,3,
7164,4,5,5,
7165,3,2,2,
7166,5,4,4,
7167,3,3,3,
7168,1,1,1,
7169,5,5,5,
7170,5,2,2,
7171,2,4,4,
7172,1,5,5,
7173,5,2,2,
7174,2,5,5,
7175,3,3,3,
7176,5,1,1,
7177,3,5,5,
7178,4,3,3,
7179,5,2,2,
7180,2,2,2,
7181,5,4,4,
7182,1,4,4,
7183,3,3,3,
7184,5,5,5,
7185,3,3,3,
7186,5,1,1,
7187,2,5,5,
7188,4,5,5,
7189,3,2,2,
7190,1,1,1,
7191,5,5,5,
7192,2,2,2,
7193,4,3,3,
7194,5,5,5,
7195,2,3,3,
7196,5,4,4,
7197,3,5,5,
7198,1,2,2,
7199,5,5,5,
7200,3,1,1,
7201,2,3,3,
7202,2,5,5,
7203,4,3,3,
7204,4,5,5,
7205,3,2,2,
7206,5,4,4,
7207,3,3,3,
7208,1,1,1,
7209,5,5,5,
7210,5,2,2,
7211,2,4,4,
7212,1,5,5,
7213,5,2,2,
7214,2,5,5,NO
7215,3,3,3,NO
7216,5,1,1,NO
7217,3,5,5,NO
7218,4,3,3,NO
7219,5,2,2,NO
7220,2,2,2,NO
7221,5,4,4,No
7222,1,4,4,NO
7223,3,3,3,No
7224,5,5,5,NO
7225,3,3,3,NO
7226,5,1,1,No
7227,2,5,5,NO
7228,4,5,5,NO
7229,3,2,2,NO
7230,1,1,1,NO
7231,5,5,5,No
7232,2,2,2,NO
7233,4,3,3,NO
7234,5,5,5,NO
7235,2,3,3,No
7236,5,4,4,NO
7237,3,5,5,NO
7238,1,2,2,NO
7239,5,5,5,NO
